Region,Province,Municipality,District,Barangay
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 149
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North II,BARANGAY 176
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North II,BARANGAY 167
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North II,BARANGAY 185
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North II,BARANGAY 112
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North II,BARANGAY 178
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 187
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 185
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 186
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 176
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 181
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 182
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 188
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 183
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 180
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 179
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 184
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 178
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North III,BARANGAY 171
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 165
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 171
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 166
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 168
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 167
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 175
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 178
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 173
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 169
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 156
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 174
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 170
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 177
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North IV,BARANGAY 78
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,CANUMAY
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,DALANDANAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,LINGUNAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,MALINTA
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,BIGNAY
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,LAWANG BATO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,PUNTURIN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,MARULAS
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,UGONG
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,PASO DE BLAS
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,VIENTE REALES
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,MAPULANG LUPA
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,ARKONG BATO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,PARADA
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,MAYSAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,BAGBAGUIN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,MALANDAY
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,HEN. T. DE LEON
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City Central District,WAWANG PULO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,BALANGKAS
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,MALANDAY
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,COLOONG
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,ISLA
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,ARKONG BATO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,VIENTE REALES
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,PASOLO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,PALASAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,RINCON
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,TAGALAG
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,WAWANG PULO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,UGONG
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,POBLACION
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City North District,MABOLO
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,HEN. T. DE LEON
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,BAGBAGUIN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,MAYSAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,PARADA
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,MAPULANG LUPA
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,PASO DE BLAS
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,UGONG
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,DALANDANAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,KARUHATAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City East District,BIGNAY
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City South District,HEN. T. DE LEON
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City South District,KARUHATAN
NCR,NCR   THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City South District,MARULAS
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District I,DAMPALIT
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District I,HULONG DUHAT
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District I,PANGHULO
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District I,SANTOLAN
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District I,SAN AGUSTIN
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District II,LONGOS
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District II,TAÃ‘ONG (POB.)
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District II,TONSUYA
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,BARITAN
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,CONCEPCION
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,SAN AGUSTIN
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,MUZON
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,NIUGAN
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,IBABA
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District III,BAYAN-BAYANAN
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District IV,POTRERO
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District IV,TINAJEROS
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District V,ACACIA
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District V,TUGATOG
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District V,MAYSILO
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District V,IBABA
NCR,NCR   THIRD DISTRICT,CITY OF MALABON,Malabon District V,CATMON
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 197
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 194
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 95
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 224
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 148
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 156
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 137
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 126
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 233
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 6
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 4
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 59
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 239
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 263
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 240
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 264
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 250
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 231
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 266
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 209
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 96
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 87
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 119
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 220
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 93
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 94
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 9
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 112
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 75
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 111
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 131
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 12
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 1
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 53
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 169
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 129
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 168
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 28
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 2
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 104
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 186
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 47
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo I,BARANGAY 132
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 201
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 265
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 173
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 208
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 1
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 217
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo II,BARANGAY 190
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo III,BARANGAY 210
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo III,BARANGAY 220
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo III,BARANGAY 204
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo III,BARANGAY 211
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo IV,BARANGAY 165
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo IV,BARANGAY 168
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo V,BARANGAY 161
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo V,BARANGAY 182
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo V,BARANGAY 180
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo VI,BARANGAY 137
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo VI,BARANGAY 140
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo VII,BARANGAY 55
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo VIII,BARANGAY 93
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo VIII,BARANGAY 91
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo IX,BARANGAY 106
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo IX,BARANGAY 89
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo IX,BARANGAY 100
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo X,BARANGAY 107
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo X,BARANGAY 123
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XI,BARANGAY 68
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XI,BARANGAY 63
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XI,BARANGAY 56
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XII,BARANGAY 4
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XII,BARANGAY 61
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XIII,BARANGAY 20
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XIV,BARANGAY 259
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XIV,BARANGAY 254
NCR,"MANILA, NCR,  FIRST DISTRICT ",TONDO,Tondo XIV,BARANGAY 173
NCR,"MANILA, NCR,  FIRST DISTRICT ",INTRAMUROS,Tondo I,BARANGAY 657
NCR,"MANILA, NCR,  FIRST DISTRICT ",INTRAMUROS,Tondo I,BARANGAY 658
NCR,"MANILA, NCR,  FIRST DISTRICT ",INTRAMUROS,Tondo I,BARANGAY 654
NCR,"MANILA, NCR,  FIRST DISTRICT ",INTRAMUROS,Tondo I,BARANGAY 655
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 395
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 404
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 396
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 592
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 416
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 410
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 635
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 540
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 403
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 435
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 471
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 470
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 491
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 586
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 590
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 593
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 629
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 633
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 587
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 452
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 478
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 510
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 479
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 609
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 611
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 402
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 571
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 616
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 497
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 513
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Tondo I,BARANGAY 414
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 521
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 515
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 496
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 492
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 408
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 395
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 571
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 576
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc I,BARANGAY 554
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc II,BARANGAY 422
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc II,BARANGAY 537
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc II,BARANGAY 522
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc II,BARANGAY 412
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc III,BARANGAY 432
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc III,BARANGAY 421
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 432
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 479
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 560
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 459
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 408
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 539
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 422
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 513
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 448
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 547
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 549
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IV,BARANGAY 581
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc V,BARANGAY 406
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VI,BARANGAY 581
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VI,BARANGAY 570
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VI,BARANGAY 602
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VII,BARANGAY 581
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VIII,BARANGAY 610
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VIII,BARANGAY 624
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VIII,BARANGAY 625
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc VIII,BARANGAY 428
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sampaloc IX,BARANGAY 631
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAMPALOC,Sta. Ana I,BARANGAY 634
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Tondo I,BARANGAY 660
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Tondo I,BARANGAY 661
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Tondo I,BARANGAY 659
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Paco I,BARANGAY 670
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Malate,BARANGAY 660-A
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Malate,BARANGAY 659
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Malate,BARANGAY 670
NCR,"MANILA, NCR,  FIRST DISTRICT ",ERMITA,Malate,BARANGAY 666
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Tondo I,BARANGAY 641
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Tondo I,BARANGAY 638
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Tondo I,BARANGAY 637
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Tondo I,BARANGAY 639
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Sta. Cruz V,BARANGAY 646
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Sta. Cruz V,BARANGAY 641
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Sampaloc V,BARANGAY 637
NCR,"MANILA, NCR,  FIRST DISTRICT ",SAN MIGUEL,Sampaloc V,BARANGAY 640
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 764
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 770
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 798
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 873
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 876
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 745
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 885
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 880
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Tondo I,BARANGAY 898
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Paco I,BARANGAY 876
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Paco II,BARANGAY 877
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Malate,BARANGAY 801
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Malate,BARANGAY 756
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,Malate,BARANGAY 762
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,San Andres,BARANGAY 763
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,San Andres,BARANGAY 776
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,San Andres,BARANGAY 767
NCR,"MANILA, NCR,  FIRST DISTRICT ",SANTA ANA,San Andres,BARANGAY 794
