Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region XII,Sultan Kudarat,Lebak West,305988,SALAMAN NATIONAL HIGH SCHOOL,"SITIO KAGANAWA, BARANGAY SALAMAN, LEBAK, SULTAN KUDARAT",SULTAN KUDARAT,LEBAK,2nd District,SALAMAN,Public,DepED Managed,School with no Annexes,Purely JHS,31,41,28,0,20,38,25,0,0,0,0,100,83,183
Region XII,Sultan Kudarat,Pres. Quirino South,405779,St. Agustine High School,Purok 6,SULTAN KUDARAT,PRESIDENT QUIRINO,1st District,BANNAWAG,Private,Non-Sectarian ,School with no Annexes,Purely JHS,6,12,13,19,8,14,16,19,0,0,0,50,57,107
Region XII,General Santos City,General Santos City North District,306217,ALAGAO NATIONAL HIGH SCHOOL OF GENERAL SANTOS CITY,"SALINDA CORNER VILLAREAL STREET, LAGAO, GENERAL SANTOS CITY",SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,LAGAO (1ST & 3RD),Public,DepED Managed,School with no Annexes,Purely JHS,37,51,88,91,46,69,86,93,0,0,0,267,294,561
Region XII,General Santos City,South Fatima,306097,Aspang High School,"PUROK ASPANG, BARANGAY SAN JOSE, GENERAL SANTOS CITY",SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,SAN JOSE,Public,DepED Managed,School with no Annexes,Purely JHS,7,21,6,9,8,11,14,12,0,0,0,43,45,88
Region XII,General Santos City,Katangawan,405825,"Christ the King High School of Labu, Inc.",Prk. 3 Labu Katangawan,SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,KATANGAWAN,Private,Sectarian ,School with no Annexes,Purely JHS,6,7,13,9,6,10,12,5,0,0,0,35,33,68
Region XII,General Santos City,Conel,405827,"Divine Institute, Inc.",New Mabuhay,SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),1st District,MABUHAY,Private,Non-Sectarian ,School with no Annexes,Purely JHS,2,13,11,17,6,7,2,12,0,0,0,43,27,70
CARAGA,Agusan del Norte,Carmen,304677,Carmen NHS,"Cabatuan, Carmen, Agusan del Norte",AGUSAN DEL NORTE,CARMEN,2nd District,POBLACION (CARMEN),Public,DepED Managed,Mother school,Purely JHS,103,119,108,133,87,116,140,120,0,0,0,463,463,926
CARAGA,Agusan del Norte,Las Nieves East,306218,Sagbuco National High School,"Brgy. Sagbuco, Las Nieves, Agusan del Norte",AGUSAN DEL NORTE,LAS NIEVES,1st District,POBLACION,Public,DepED Managed,School with no Annexes,Purely JHS,13,17,15,12,7,19,8,11,0,0,0,57,45,102
CARAGA,Agusan del Norte,Buenavista I,306095,Sacol National High School,"Brgy. Sacol, Buenavista, Agusan del Norte",AGUSAN DEL NORTE,BUENAVISTA,2nd District,SACOL,Public,DepED Managed,School with no Annexes,Purely JHS,20,17,19,17,22,16,18,18,0,0,0,73,74,147
CARAGA,Agusan del Sur,Bunawan I,306087,West Bunawan National High School,"Brgy. Poblacion, Bunawan, Agusan del Sur",AGUSAN DEL SUR,BUNAWAN,2nd District,POBLACION,Public,DepED Managed,School with no Annexes,Purely JHS,28,31,0,0,36,34,0,0,0,0,0,59,70,129
CARAGA,Agusan del Sur,La Paz I,306093,Comota National High School,"Brgy. Comota, La Paz, Agusan del Sur",AGUSAN DEL SUR,LA PAZ,2nd District,COMOTA,Public,DepED Managed,School with no Annexes,Purely JHS,21,21,25,20,27,15,18,14,0,0,0,87,74,161
CARAGA,Agusan del Sur,Prosperidad I,405934,"Father Urios High School - Prosperidad - ADS, Inc. (Prosperidad)","Poblacion, Prosperidad, Agusan del Sur",AGUSAN DEL SUR,PROSPERIDAD (Capital),Lone District,POBLACION (BAHBAH),Private,Sectarian ,School with no Annexes,Purely JHS,28,20,10,17,31,20,14,14,0,0,0,75,79,154
CARAGA,Agusan del Sur,San Francisco I,305616,Das-Agan National High School,"Brgy. Das-Agan, San Francisco, Agusan del Sur",AGUSAN DEL SUR,SAN FRANCISCO,2nd District,DAS-AGAN,Public,DepED Managed,School with no Annexes,Purely JHS,20,18,17,18,13,20,11,6,0,0,0,73,50,123
CARAGA,Agusan del Sur,San Francisco I,305764,Alegria National High School,"Brgy. Alegria, San Francisco, Agusan del Sur",AGUSAN DEL SUR,SAN FRANCISCO,2nd District,ALEGRIA,Public,DepED Managed,School with no Annexes,Purely JHS,13,40,35,24,26,43,33,25,0,0,0,112,127,239
CARAGA,Agusan del Sur,San Luis I,405947,San Luis Lumad Community High School,Poblacion,AGUSAN DEL SUR,SAN LUIS,Lone District,POBLACION,Private,Sectarian ,School with no Annexes,Purely JHS,25,19,11,2,13,9,6,3,0,0,0,57,31,88
CARAGA,Agusan del Sur,Talacogon West,317449,TUMALOG NATIONAL HIGH SCHOOL,"P-9,Tumalog, Zillovia, Agusan del Sur",AGUSAN DEL SUR,TALACOGON,1st District,ZILLOVIA,Public,DepED Managed,School with no Annexes,Purely JHS,2,4,2,2,2,3,6,3,0,0,0,10,14,24
CARAGA,Butuan City,Central Butuan District I,405976,Colegio Del Sto. Niño De Caraga,"Tugas St. Ochoa Avenue, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,LIMAHA POB. (BGY. 14),Private,Sectarian ,School with no Annexes,Purely JHS,7,6,0,11,3,8,6,8,0,0,0,24,25,49
CARAGA,Butuan City,Central Butuan District II,305946,Pagatpatan National High School,"Cigla Village, Brgy. Pagatpatan, Butuan City",AGUSAN DEL NORTE,BUTUAN CITY (Capital),1st District,PAGATPATAN,Public,DepED Managed,School with no Annexes,Purely JHS,33,35,54,42,40,54,46,43,0,0,0,164,183,347
CARAGA,Siargao,Dapa West,317606,Dapa National High School-Annex,"Dagohoy, Dapa, Surigao Del Norte",SURIGAO DEL NORTE,DAPA,1st District,DAGOHOY,Public,DepED Managed,Annex or Extension school(s),Purely JHS,6,2,3,6,4,4,7,4,0,0,0,17,19,36
CARAGA,Siargao,General Luna,317603,Gen. Luna NHS - Consuelo NHS Annex,National Highway,SURIGAO DEL NORTE,GENERAL LUNA,1st District,CONSUELO,Public,DepED Managed,Annex or Extension school(s),Purely JHS,30,39,22,32,25,21,22,23,0,0,0,123,91,214
CARAGA,Surigao del Norte,Alegria,304811,Alegria National High School,"Brgy. Ouano, Alegria, Surigao del Norte",SURIGAO DEL NORTE,ALEGRIA,2nd District,JULIO OUANO (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,167,169,154,169,167,156,173,171,0,0,0,659,667,1326
CARAGA,Surigao del Norte,Claver,305954,Cagdianao National High School,"Brgy. Cagdianao, Claver, Surigao del Norte",SURIGAO DEL NORTE,CLAVER,2nd District,CAGDIANAO,Public,DepED Managed,School with no Annexes,Purely JHS,45,35,44,30,40,34,44,44,0,0,0,154,162,316
CARAGA,Surigao del Norte,Mainit I,306219,Cantugas Cultural National High School,"Brgy. Cantugas, Mainit, Surigao del Norte",SURIGAO DEL NORTE,MAINIT,2nd District,CANTUGAS,Public,DepED Managed,School with no Annexes,Purely JHS,14,24,21,14,17,22,25,21,0,0,0,73,85,158
CARAGA,Surigao del Norte,Malimono,304856,Villa Riza National High School,"Villa Riza, Malimono, Surigao del Norte",SURIGAO DEL NORTE,MALIMONO,2nd District,VILLARIZA,Public,DepED Managed,School with no Annexes,Purely JHS,6,9,7,4,5,2,3,7,0,0,0,26,17,43
CARAGA,Surigao del Norte,Tagana-An,305953,Himama-ug National High School,"Brgy. Himama-ug, Taganaan, Surigao del Norte",SURIGAO DEL NORTE,TAGANA-AN,2nd District,HIMAMAUG,Public,DepED Managed,School with no Annexes,Purely JHS,11,9,17,14,8,17,9,13,0,0,0,51,47,98
CARAGA,Surigao del Norte,Placer II,406024,Mindanao EF Academy,"Purok 5 Badas ,Placer SDN",SURIGAO DEL NORTE,PLACER,2nd District,BAD-AS,Private,Non-Sectarian ,School with no Annexes,Purely JHS,30,14,21,34,22,10,24,30,0,0,0,99,86,185
CARAGA,Surigao del Sur,Carmen,305747,Gacub Atad S. Iligan Tribal National High School,"Sitio Gacub, Brgy. Hinapoyan, Carmen, Surigao del Sur",SURIGAO DEL SUR,CARMEN,1st District,HINAPOYAN,Public,DepED Managed,School with no Annexes,Purely JHS,14,28,13,13,14,20,18,20,0,0,0,68,72,140
CARAGA,Surigao del Sur,Lanuza,317945,Ibuan Tribal National High School,"Sitio Ibuan, Mampi, Lanuza, Surigao del Sur",SURIGAO DEL SUR,LANUZA,1st District,MAMPI,Public,DepED Managed,School with no Annexes,Purely JHS,12,4,6,3,7,6,8,5,0,0,0,25,26,51
CARAGA,Surigao del Sur,San Miguel II,317946,Angga A. Maca Tribal National High School,"Purok 3, Bitaugan, San Miguel, Surigao del SUr",SURIGAO DEL SUR,SAN MIGUEL,1st District,BITAUGAN,Public,DepED Managed,School with no Annexes,Purely JHS,14,2,5,3,14,7,2,4,0,0,0,24,27,51
CARAGA,Bislig City,Bislig City I,304918,Danipas National High School,"Danipas,Labisma,Bislig City",SURIGAO DEL SUR,CITY OF BISLIG,2nd District,LABISMA,Public,DepED Managed,Mother school,Purely JHS,9,17,10,12,11,14,16,12,0,0,0,48,53,101
CARAGA,Bislig City,Bislig City I,322502,Tumanan National High School,"Gapasan, Tumanan",SURIGAO DEL SUR,CITY OF BISLIG,2nd District,TUMANAN,Public,DepED Managed,School with no Annexes,Purely JHS,11,16,22,18,21,15,13,12,0,0,0,67,61,128
CARAGA,Bislig City,Bislig City I,322504,San Isidro National High School,Purok 1,SURIGAO DEL SUR,CITY OF BISLIG,2nd District,SAN ISIDRO (BAGNAN),Public,DepED Managed,School with no Annexes,Purely JHS,24,27,14,20,18,20,14,19,0,0,0,85,71,156
CARAGA,Bislig City,Bislig City II,304867,Mone National High School,Cautan,SURIGAO DEL SUR,CITY OF BISLIG,2nd District,MONE,Public,DepED Managed,School with no Annexes,Purely JHS,18,25,10,17,9,15,15,9,0,0,0,70,48,118
CARAGA,Bislig City,Bislig City II,304870,Sta. Cruz National High School,"Sta. Cruz, Bislig City",SURIGAO DEL SUR,CITY OF BISLIG,2nd District,SANTA CRUZ,Public,DepED Managed,School with no Annexes,Purely JHS,11,13,12,11,7,11,16,10,0,0,0,47,44,91
CARAGA,Bislig City,Bislig City II,322508,San Fernando Integrated School,"Purok 5,San Fernando",SURIGAO DEL SUR,CITY OF BISLIG,2nd District,SAN FERNANDO,Public,DepED Managed,Annex or Extension school(s),Purely JHS,10,17,11,15,8,14,16,19,0,0,0,53,57,110
CARAGA,Dinagat Island,Cagdianao,306227,Sta. Rita National High School,"Brgy. Sta. Rita, Cagdianao, Dinagat Islands",DINAGAT ISLANDS,CAGDIANAO,Lone District,SANTA RITA,Public,DepED Managed,School with no Annexes,Purely JHS,10,13,17,0,8,12,10,0,0,0,0,40,30,70
CARAGA,Dinagat Island,Dinagat,304823,Cab-ilan National High School,"Purok 4, Brgy. Cab-ilan",DINAGAT ISLANDS,DINAGAT,Lone District,CAB-ILAN,Public,DepED Managed,School with no Annexes,Purely JHS,13,18,9,15,14,11,11,8,0,0,0,55,44,99
CARAGA,Dinagat Island,Loreto,324405,Panamaon National High School,-,DINAGAT ISLANDS,LORETO,Lone District,PANAMAON,Public,DepED Managed,School with no Annexes,Purely JHS,21,13,22,12,9,14,12,11,0,0,0,68,46,114
CARAGA,Dinagat Island,Rizal,305745,Roma National High School,"Brgy. Roma, Basilisa, Dinagat Islands",DINAGAT ISLANDS,BASILISA (RIZAL),Lone District,ROMA,Public,DepED Managed,School with no Annexes,Purely JHS,7,14,8,5,8,6,4,8,0,0,0,34,26,60
CARAGA,Bayugan City,Bayugan West,305765,San Agustin National High School,"Brgy. San Agustin, Agusan del Sur",AGUSAN DEL SUR,CITY OF BAYUGAN,1st District,SAN AGUSTIN,Public,DepED Managed,School with no Annexes,Purely JHS,12,13,13,9,9,19,11,16,0,0,0,47,55,102
CARAGA,Cabadbaran City,North Cabadbaran,305746,Francisco C. Jongko National High School,"Brgy. Kauswagan, Cabadbaran City",AGUSAN DEL NORTE,CITY OF CABADBARAN,2nd District,KAUSWAGAN,Public,DepED Managed,School with no Annexes,Purely JHS,26,31,26,26,22,25,26,24,0,0,0,109,97,206
CARAGA,Cabadbaran City,Northwest Cabadbaran,317312,La Union National High School,P8 LA UNION,AGUSAN DEL NORTE,CITY OF CABADBARAN,2nd District,LA UNION,Public,DepED Managed,School with no Annexes,Purely JHS,80,63,80,63,48,67,89,54,0,0,0,286,258,544
CARAGA,Tandag City,Tandag I,304893,Vicente L. Pimentel Sr. National High School,"Purok Madasigon, Quezon, Tandag City",SURIGAO DEL SUR,CITY OF TANDAG (Capital),1st District,QUEZON,Public,DepED Managed,School with no Annexes,Purely JHS,46,53,33,40,33,48,48,39,0,0,0,172,168,340
BARMM,Maguindanao II,Buldon West,305000,B. Gallego-Edcor NHS,-Edcor,MAGUINDANAO,BULDON,1st District,EDCOR (GALLEGO EDCOR),Public,DepED Managed,School with no Annexes,Purely JHS,48,44,34,37,38,64,46,41,0,0,0,163,189,352
BARMM,Maguindanao II,DOS North,318331,DULANGAN NATIONAL HIGH SCHOOL,Dulangan,MAGUINDANAO,DATU ODIN SINSUAT (DINAIG),1st District,DULANGAN,Public,DepED Managed,School with no Annexes,Purely JHS,36,16,18,25,35,24,20,22,0,0,0,95,101,196
BARMM,Maguindanao II,DOS North,476512,Kampilan Academy,"Sitio Kampilan, Awang",MAGUINDANAO,DATU ODIN SINSUAT (DINAIG),1st District,AWANG,Private,Non-Sectarian ,School with no Annexes,Purely JHS,16,5,3,10,16,9,14,21,0,0,0,34,60,94
BARMM,Maguindanao II,DOS South,305945,Camp Ebrahim Sema National High School,"Bagoenged, DOS",MAGUINDANAO,DATU ODIN SINSUAT (DINAIG),1st District,BAGOENGED,Public,DepED Managed,School with no Annexes,Purely JHS,31,34,12,9,21,27,26,15,0,0,0,86,89,175
BARMM,Maguindanao II,Kabuntalan North,318325,Datu Alamanza Dilangalen NHS,Balong,MAGUINDANAO,NORTHERN KABUNTALAN,1st District,BALONG,Public,DepED Managed,School with no Annexes,Purely JHS,30,23,11,13,27,32,16,20,0,0,0,77,95,172
BARMM,Maguindanao II,Matanog,326002,Ibay NHS,Sitio Tiongcop,MAGUINDANAO,MATANOG,1st District,SAPAD,Public,DepED Managed,School with no Annexes,Purely JHS,37,42,22,15,61,46,39,31,0,0,0,116,177,293
BARMM,Maguindanao II,Sultan Kudarat II,318328,Datu Alamada Memorial NHS,Km 21,MAGUINDANAO,SULTAN KUDARAT (NULING),1st District,ALAMADA,Public,DepED Managed,School with no Annexes,Purely JHS,43,28,14,11,26,24,28,12,0,0,0,96,90,186
BARMM,Maguindanao II,Upi North,302101,Kibucay National High School,Kibucay,MAGUINDANAO,UPI,2nd District,KIBUCAY,Public,DepED Managed,Mother school,Purely JHS,49,41,48,37,45,41,50,77,0,0,0,175,213,388
BARMM,Maguindanao II,Upi North,318337,Nangi National High School,"Purok makabayan, Nangi, Upi, Maguindanao",MAGUINDANAO,UPI,1st District,NANGI,Public,DepED Managed,School with no Annexes,Purely JHS,112,102,84,93,98,123,114,89,0,0,0,391,424,815
BARMM,Maguindanao II,Upi North,326003,Samad Sumail NHS,Bongbong,MAGUINDANAO,UPI,1st District,GANASI,Public,DepED Managed,School with no Annexes,Purely JHS,44,54,40,26,51,56,36,25,0,0,0,164,168,332
BARMM,Maguindanao II,Upi West,318327,Sabaken National High School,-Purok Indian Tree,MAGUINDANAO,UPI,1st District,BUNGCOG,Public,DepED Managed,School with no Annexes,Purely JHS,68,55,59,53,68,62,62,49,0,0,0,235,241,476
BARMM,Maguindanao II,Buldon East,318302,Karim NHS,-Karim,MAGUINDANAO,BULDON,1st District,KARIM,Public,DepED Managed,School with no Annexes,Purely JHS,56,45,49,42,73,63,61,66,0,0,0,192,263,455
BARMM,Maguindanao II,Buldon East,406068,Jamiat Buldon Al-Islamia,Calaan,MAGUINDANAO,BULDON,1st District,CALAAN (POB.),Private,Sectarian ,School with no Annexes,Purely JHS,54,70,38,31,55,80,45,32,0,0,0,193,212,405
BARMM,Maguindanao II,Sultan Mastura,318303,Sultan Mastura NHS,"Tapayan, Sultan Mastura, Maguindanao",MAGUINDANAO,SULTAN MASTURA,1st District,TAPAYAN,Public,DepED Managed,School with no Annexes,Purely JHS,150,139,153,119,194,182,183,185,0,0,0,561,744,1305
BARMM,Maguindanao II,Barira,326004,Ibrahim B. Tomawis NHS,Barira (Pob),MAGUINDANAO,BARIRA,1st District,BARIRA (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,37,32,20,15,27,24,26,25,0,0,0,104,102,206
BARMM,Cotabato City,Cotabato City District I,405801,De La Vida College,"Notre Dame Avenue, Cotabato City",CITY OF COTABATO,COTABATO CITY,1st District,POBLACION IV,Private,Non-Sectarian ,School with no Annexes,Purely JHS,10,19,9,18,12,16,19,21,0,0,0,56,68,124
BARMM,Cotabato City,Cotabato City District I,405814,Rasheeda High School,"Campo Muslim, Barangay Bagua Mother, Cotabato City",CITY OF COTABATO,COTABATO CITY,1st District,BAGUA I,Private,Non-Sectarian ,School with no Annexes,Purely JHS,15,24,24,34,14,14,28,25,0,0,0,97,81,178
BARMM,Cotabato City,Cotabato City District I,405815,San Vicente Academy Educational Svc. Coop.,"Gov. D. Gutierrez Ave., R.H. - 9, Cotabato City",CITY OF COTABATO,COTABATO CITY,1st District,ROSARY HEIGHTS,Private,Non-Sectarian ,School with no Annexes,Purely JHS,61,59,52,48,60,51,43,54,0,0,0,220,208,428
BARMM,Cotabato City,Cotabato City District IV,316908,CCNHS - Annex (PC Hill Site),"PC Hill, Rosary Heights 1, Cotabato City",CITY OF COTABATO,COTABATO CITY,1st District,ROSARY HEIGHTS I,Public,DepED Managed,Annex or Extension school(s),Purely JHS,38,45,62,35,38,28,58,43,0,0,0,180,167,347
BARMM,Basilan,Lantawan,304933,Bubuan NHS,Buloh Buloh,BASILAN,TABUAN-LASA,Lone District,BOLOH-BOLOH,Public,DepED Managed,Mother school,Purely JHS,52,26,24,29,54,43,41,33,0,0,0,131,171,302
BARMM,Basilan,Lantawan,304942,Lubukan NHS-Sangbay Small Annex,-Sangbay Small Island,BASILAN,HADJI MUHTAMAD,Lone District,SANGBAY SMALL,Public,DepED Managed,Annex or Extension school(s),Purely JHS,37,39,29,31,44,32,48,28,0,0,0,136,152,288
BARMM,Basilan,Lantawan,304951,Sumisip NHS,-SUMISIP CENTRAL,BASILAN,SUMISIP,Lone District,SUMISIP CENTRAL,Public,DepED Managed,Mother school,Purely JHS,28,22,25,32,35,45,29,43,0,0,0,107,152,259
BARMM,Lanao del Sur - I,Lumba-Bayabao I,304964,Datu Mitmug MNHS,-Mapantao,LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),1st District,MAPANTAO,Public,DepED Managed,School with no Annexes,Purely JHS,91,91,53,72,109,110,94,107,0,0,0,307,420,727
BARMM,Lanao del Sur - I,Lumba-Bayabao I,409584,Maahad Al-Khairiah Al-Shamilah Al-Islmia,Calilangan,LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),1st District,CALILANGAN,Private,Non-Sectarian ,Mother school,Purely JHS,10,19,11,15,20,13,16,12,0,0,0,55,61,116
BARMM,Lanao del Sur - I,Lumba-Bayabao II,304969,Maranao NHS,Lumbac-Bacayawan,LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),1st District,LUMBAC BACAYAWAN,Public,DepED Managed,School with no Annexes,Purely JHS,90,96,74,68,88,83,94,68,0,0,0,328,333,661
BARMM,Lanao del Sur - I,Lumba-Bayabao III,318102,Aguam Memorial NHS,-Maribo,LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),1st District,MARIBO (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,61,29,37,40,60,38,21,38,0,0,0,167,157,324
BARMM,Lanao del Sur - I,Maguing,304959,Benito MNHS,-Pagalongan,LANAO DEL SUR,MAGUING,1st District,PAGALONGAN,Public,DepED Managed,Mother school,Purely JHS,26,43,25,29,44,36,23,46,0,0,0,123,149,272
BARMM,Lanao del Sur - I,Maguing,318101,Benito MNHS (Annex),-,LANAO DEL SUR,MAGUING,1st District,BALINTAO,Public,DepED Managed,Annex or Extension school(s),Purely JHS,4,5,0,0,7,11,0,0,0,0,0,9,18,27
BARMM,Lanao del Sur - I,Maguing,318110,Sultan Camar Macasalong NHS,"Bato-Bato, Maguing",LANAO DEL SUR,MAGUING,1st District,BATO-BATO,Public,DepED Managed,School with no Annexes,Purely JHS,55,27,61,22,49,36,48,38,0,0,0,165,171,336
BARMM,Lanao del Sur - I,Masiu I,318103,Sultan Macalawi MNHS,"-Salacayan-Buadiamaloy, Masiu Lanao Sur",LANAO DEL SUR,MASIU,1st District,BUADI AMLOY,Public,DepED Managed,School with no Annexes,Purely JHS,29,23,23,21,25,16,13,24,0,0,0,96,78,174
BARMM,Lanao del Sur - I,Masiu I,318133,Pangandaman Provincial Science HS,Pantao,LANAO DEL SUR,MASIU,1st District,PANTAO,Public,DepED Managed,School with no Annexes,Purely JHS,32,36,32,67,32,36,66,102,0,0,0,167,236,403
BARMM,Lanao del Sur - I,Mulondo,318134,Insuba NHS,Buadiabala,LANAO DEL SUR,MULONDO,1st District,BUADI-ABALA,Public,DepED Managed,School with no Annexes,Purely JHS,33,14,24,19,37,30,22,18,0,0,0,90,107,197
BARMM,Lanao del Sur - I,South Wao District,318105,Pagalongan NHS - Annex A,Eastern,LANAO DEL SUR,WAO,1st District,EASTERN WAO,Public,DepED Managed,Annex or Extension school(s),Purely JHS,13,25,20,10,3,6,11,7,0,0,0,68,27,95
BARMM,Lanao del Sur - I,South Wao District,318106,Pagalongan NHS - Annex B,-katutungan,LANAO DEL SUR,WAO,1st District,KATUTUNGAN (POB.),Public,DepED Managed,Annex or Extension school(s),Purely JHS,14,8,16,12,5,12,6,11,0,0,0,50,34,84
BARMM,Lanao del Sur - I,Poona-Bayabao West,304978,Poona bayabao NHS,"Rogan Tandiong,  Poona-Bayabao",LANAO DEL SUR,POONA BAYABAO (GATA),1st District,ROGAN TANDIONG DIMAYON,Public,DepED Managed,School with no Annexes,Purely JHS,37,37,40,35,36,40,51,34,0,0,0,149,161,310
BARMM,Lanao del Sur - I,Masiu B District,318125,Masiu Science and Techonology HS,"-Maruhom,Marandacan putad",LANAO DEL SUR,MASIU,1st District,PUTAD MARANDANG BUISAN,Public,DepED Managed,School with no Annexes,Purely JHS,22,24,20,25,30,33,40,24,0,0,0,91,127,218
BARMM,Lanao del Sur - I,Ditsaan Ramain I,304956,Adiong Memorial NHS,Ditsaan Ramain Provincial Road,LANAO DEL SUR,DITSAAN-RAMAIN,1st District,RAMAIN PROPER,Public,DepED Managed,School with no Annexes,Purely JHS,76,57,61,49,62,70,67,70,0,0,0,243,269,512
BARMM,Lanao del Sur - I,Ditsaan Ramain I,318126,Datu Lantud MNHS,-,LANAO DEL SUR,DITSAAN-RAMAIN,1st District,PAGALONGAN GINAOPAN,Public,DepED Managed,School with no Annexes,Purely JHS,15,18,11,24,36,14,14,10,0,0,0,68,74,142
BARMM,Lanao del Sur - I,Ditsaan Ramain I,324602,Sultan Pangadapun Datumanong Science & Tech. HS,"Brgy. Buadi-alao, ditsaan ramain",LANAO DEL SUR,DITSAAN-RAMAIN,1st District,LUMBATAN RAMAIN,Public,DepED Managed,School with no Annexes,Purely JHS,14,28,20,44,21,28,15,38,0,0,0,106,102,208
BARMM,Lanao del Sur - I,Kapai/Tagoloan,324604,Tagoloan NHS,Kinggan,LANAO DEL SUR,TAGOLOAN II,1st District,KINGAN,Public,DepED Managed,School with no Annexes,Purely JHS,14,19,15,12,11,18,23,18,0,0,0,60,70,130
BARMM,Lanao del Sur - I,Marantao I,318123,Western Lanao Nat. High School,Daana-ingud,LANAO DEL SUR,MARANTAO,1st District,DAANAINGUD,Public,DepED Managed,School with no Annexes,Purely JHS,16,12,8,13,10,9,16,22,0,0,0,49,57,106
BARMM,Lanao del Sur - I,Marantao II,324603,Datu Umpar Science HS,ragayan,LANAO DEL SUR,MARANTAO,1st District,POONA MARANTAO,Public,DepED Managed,School with no Annexes,Purely JHS,31,57,32,33,20,57,36,41,0,0,0,153,154,307
BARMM,Lanao del Sur - I,Piagapo West,305867,Sundigana Piagapo National High School,Udalo,LANAO DEL SUR,PIAGAPO,1st District,UDALO,Public,DepED Managed,School with no Annexes,Purely JHS,28,56,53,57,31,39,56,60,0,0,0,194,186,380
